a,b,c,d,target
15.0,15.0,0.1,15.0,15.0
27.5,30.0,0.11,27.5,27.0
8.1,5.0,0.34,11.12,17.0
8.6,12.0,0.16,11.0,20.0
7.45,10.0,0.24,8.83,9.0
8.47,10.0,0.26,10.0,12.0
6.71,15.0,0.2,10.33,5.0
12.5,15.0,0.07,15.0,25.0
12.93,10.0,0.27,8.0,11.0
15.0,15.0,0.08,15.0,15.0
13.0,17.0,0.1,17.0,23.0
7.25,15.0,0.17,7.25,10.0
13.5,16.0,0.07,16.0,18.0
10.0,20.0,0.14,12.67,20.0
11.33,20.0,0.2,20.0,10.0
12.78,10.0,0.13,14.0,10.0
8.62,11.0,0.16,11.0,10.0
15.0,15.0,0.08,15.0,15.0
6.5,6.0,0.15,6.5,10.0
16.25,20.0,0.09,20.0,10.0
9.56,14.0,0.18,12.0,14.0
3.36,3.0,0.42,4.18,3.0
15.57,20.0,0.12,20.0,20.0
15.0,15.0,0.4,15.0,15.0
15.0,25.0,0.1,15.0,15.0
5.6,5.0,0.27,6.33,5.0
15.0,15.0,0.08,15.0,15.0
20.0,20.0,0.06,20.0,20.0
12.5,15.0,0.11,15.0,15.0
15.33,20.0,0.09,18.0,20.0
13.5,16.0,0.13,17.0,16.0
9.33,10.0,0.15,14.0,20.0
10.2,10.0,0.18,10.0,10.0
5.0,10.0,0.26,6.5,6.0
13.07,20.0,0.42,18.5,20.0
12.14,15.0,0.15,14.5,17.0
5.69,7.0,0.22,8.0,10.0
4.0,5.0,0.34,4.86,5.0
3.06,5.0,0.41,5.4,5.0
14.2,16.0,0.11,13.0,20.0
6.36,8.0,0.24,6.8,13.0
2.81,5.0,0.24,4.0,1.0
4.14,5.0,0.23,4.33,6.0
13.2,15.0,0.13,12.0,15.0
6.11,8.0,0.25,6.43,13.92
6.0,15.0,0.2,9.0,15.0
6.33,20.0,0.15,10.0,20.0
6.15,8.0,0.23,7.83,10.0
15.0,20.0,0.1,20.0,20.0
17.5,20.0,0.12,20.0,20.0
11.33,15.0,0.14,15.0,15.0
7.45,10.0,0.28,9.75,12.0
20.4,25.0,0.14,26.0,25.0
4.31,6.0,0.46,4.58,4.0
13.91,18.0,0.19,20.0,24.0
13.73,20.0,0.18,18.0,20.0
9.25,10.0,0.14,12.33,10.0
11.0,17.0,0.08,17.0,23.0
5.81,5.0,0.38,5.45,5.0
10.0,15.0,0.1,10.0,15.0
3.44,3.0,0.29,3.44,3.0
37.2,50.0,0.11,55.0,20.0
15.0,0.0,0.08,15.0,25.0
15.0,20.0,0.11,15.0,15.0
5.61,5.0,0.26,4.17,5.0
8.07,10.0,0.48,13.5,12.0
7.69,8.0,0.38,7.2,5.0
9.52,8.0,0.33,10.0,10.0
10.0,15.0,0.16,12.5,20.0
15.67,32.0,0.11,15.67,25.0
15.2,24.0,0.28,21.0,26.0
11.86,20.0,0.13,20.0,20.0
6.54,20.0,0.21,15.33,20.0
9.0,20.0,0.24,10.2,20.0
10.75,10.0,0.18,13.5,13.0
6.47,7.0,0.24,7.71,15.0
17.12,20.0,0.13,20.0,15.0
15.4,24.0,0.13,20.33,35.0
9.86,15.0,0.17,11.4,12.0
5.83,7.0,0.3,6.11,10.0
12.0,15.0,0.09,15.0,10.0
5.96,7.0,0.47,6.14,6.0
25.0,25.0,0.07,25.0,25.0
4.62,3.0,0.57,5.0,10.0
9.6,10.0,0.18,10.0,10.0
5.1,10.0,0.25,5.67,5.0
7.0,10.0,0.14,7.5,10.0
28.75,35.0,0.11,30.0,40.0
5.3,10.0,0.28,8.25,10.0
15.33,20.0,0.15,17.5,10.0
8.58,12.0,0.28,10.4,10.0
7.08,10.0,0.21,10.0,10.0
6.84,7.0,0.26,7.5,7.0
9.94,15.0,0.22,13.67,15.0
16.5,25.0,0.18,23.33,32.0
15.14,17.0,0.12,17.0,17.0
13.0,25.0,0.1,25.0,25.0
20.0,20.0,0.15,20.0,30.0
3.44,3.0,0.41,3.67,3.0
20.26,50.0,0.23,20.43,25.0
29.0,25.0,0.17,23.33,25.0
6.4,5.0,0.17,6.4,7.0
8.06,5.0,0.27,7.75,13.0
23.86,30.0,0.12,30.0,37.0
3.76,5.0,0.31,5.0,10.0
4.42,12.0,0.23,6.67,3.0
10.75,12.0,0.16,16.33,14.0
26.57,31.0,0.17,27.75,43.0
6.1,10.0,0.21,7.6,3.0
8.75,10.0,0.17,8.75,14.0
11.29,16.0,0.13,15.0,16.0
17.83,25.0,0.2,25.0,25.0
5.1,7.0,0.35,5.78,12.0
6.58,10.0,0.22,10.0,12.0
13.14,18.0,0.23,14.0,5.0
6.17,5.4,0.2,6.6,7.0
8.5,10.0,0.15,9.33,8.0
10.0,15.0,0.14,15.0,15.0
9.07,9.0,0.24,14.17,9.0
5.5,6.0,0.22,5.4,8.0
11.33,20.0,0.1,14.5,20.0
15.0,15.0,0.08,15.0,15.0
12.5,10.0,0.12,15.0,10.0
10.0,15.0,0.1,10.0,10.0
9.88,13.0,0.17,11.5,15.0
5.67,3.0,0.23,7.5,10.0
9.0,16.0,0.27,12.67,31.0
10.16,15.0,0.22,11.0,15.0
7.0,10.0,0.18,7.8,10.0
10.3,15.0,0.18,15.0,15.0
12.67,12.0,0.23,14.25,12.0
14.07,15.0,0.2,16.67,20.0
11.67,10.0,0.2,12.5,13.0
13.0,20.0,0.21,17.0,17.0
20.83,25.0,0.16,23.75,25.0
14.5,20.0,0.09,18.0,20.0
9.92,15.0,0.2,15.0,15.0
5.86,10.0,0.26,6.4,5.0
21.67,25.0,0.07,25.0,25.0
7.0,15.0,0.14,15.0,20.0
6.31,8.0,0.39,6.25,6.0
8.23,9.0,0.34,9.29,5.0
8.75,10.0,0.17,8.75,10.0
3.71,5.0,0.32,5.0,3.0
16.25,20.0,0.07,20.0,20.0
12.83,20.0,0.38,15.33,10.0
4.5,5.0,0.31,5.0,5.0
18.33,25.0,0.1,18.33,25.0
10.11,15.0,0.41,13.0,10.0
16.5,19.0,0.08,19.0,30.0
20.0,20.0,0.07,20.0,20.0
9.33,16.0,0.13,16.0,22.0
9.67,18.0,0.14,17.0,10.0
10.22,14.0,0.17,14.0,14.0
13.0,17.0,0.12,15.67,16.0
12.62,20.0,0.21,16.67,20.0
9.55,5.0,0.26,13.5,21.0
8.89,60.0,0.44,16.22,11.0
13.0,15.0,0.09,15.0,20.0
10.5,12.0,0.15,10.5,15.0
4.5,5.0,0.28,5.43,5.0
7.85,10.0,0.17,12.5,10.0
10.67,12.0,0.19,10.4,11.0
7.33,10.0,0.24,8.2,10.0
8.67,10.0,0.21,9.2,10.0
5.0,2.0,0.17,5.0,2.0
7.52,10.0,0.36,10.0,10.0
14.72,17.0,0.28,15.0,10.0
4.85,3.0,0.41,4.33,5.0
10.0,15.0,0.1,10.0,5.0
7.85,10.0,0.23,7.14,10.0
9.31,10.0,0.26,10.75,10.0
14.33,20.0,0.13,18.33,10.0
4.5,4.0,0.24,4.8,4.0
9.72,10.0,0.26,11.0,10.0
11.12,15.0,0.36,15.0,15.0
9.62,10.0,0.21,12.8,10.0
9.17,10.0,0.18,9.0,10.0
15.0,20.0,0.11,10.0,15.0
14.09,10.0,0.21,10.0,10.0
5.55,5.0,0.35,7.0,6.0
5.11,5.0,0.25,6.0,11.0
15.0,15.0,0.09,15.0,15.0
9.25,20.0,0.18,20.0,20.0
17.0,24.0,0.09,17.0,29.0
5.67,8.0,0.26,7.6,10.0
15.0,15.0,0.12,15.0,14.0
11.83,10.0,0.12,11.0,15.0
4.83,5.0,0.22,5.2,5.0
4.56,6.0,0.32,4.67,3.0
10.4,10.0,0.27,13.33,12.0
6.8,10.0,0.19,5.0,15.0
8.65,10.0,0.36,11.0,15.0
6.83,10.0,0.23,9.6,5.0
4.11,4.0,0.3,4.17,4.0
20.0,20.0,0.06,20.0,20.0
7.5,10.0,0.16,7.5,8.0
5.57,6.0,0.22,6.4,7.0
14.67,20.0,0.1,20.0,20.0
6.4,13.0,0.22,13.0,13.0
5.06,3.0,0.28,5.0,5.0
11.06,14.0,0.27,15.0,14.0
15.0,15.0,0.08,15.0,25.0
8.94,8.0,0.27,6.78,7.0
8.92,15.0,0.26,13.5,15.0
14.8,20.0,0.12,17.33,20.0
15.4,15.0,0.21,15.0,15.0
18.0,20.0,0.09,18.5,20.0
11.62,15.0,0.28,15.0,15.0
8.36,10.0,0.19,15.0,15.0
25.0,25.0,0.05,25.0,25.0
3.26,2.0,0.34,3.78,4.0
4.0,12.0,0.39,7.5,12.0
9.71,10.0,0.14,13.33,12.0
7.4,14.0,0.16,8.75,10.0
6.0,10.0,0.28,10.0,3.0
16.87,90.0,0.43,14.6,20.0
3.56,5.0,0.27,3.86,4.0
19.29,20.0,0.25,22.5,25.0
23.11,36.0,0.13,33.5,50.0
20.0,20.0,0.17,20.0,20.0
12.69,10.0,0.31,10.0,12.0
20.0,40.0,0.21,32.5,36.0
20.0,20.0,0.08,20.0,20.0
22.18,20.0,0.22,15.0,21.0
7.82,3.0,0.2,8.83,10.0
8.08,10.0,0.28,10.83,10.0
13.0,16.0,0.07,16.0,100.0
13.0,6.0,0.15,20.0,10.0
20.0,20.0,0.1,20.0,25.0
9.0,15.0,0.11,11.0,15.0
7.38,10.0,0.22,7.8,15.0
8.27,12.0,0.18,10.67,15.0
15.44,26.0,0.27,21.5,28.0
3.37,5.0,0.6,3.57,20.0
6.85,10.0,0.19,10.0,12.0
17.71,20.0,0.15,20.0,15.0
25.0,25.0,0.07,25.0,25.0
24.22,50.0,0.2,42.5,50.0
12.14,17.0,0.11,17.0,21.0
20.0,20.0,0.08,20.0,20.0
17.5,30.0,0.2,30.0,30.0
14.8,15.0,0.1,0.0,21.0
5.32,5.0,0.37,5.25,5.0
11.0,12.0,0.15,11.33,10.0
10.25,15.0,0.28,10.17,15.0
14.0,20.0,0.32,17.5,10.0
15.54,30.0,0.18,25.0,26.0
8.43,15.0,0.13,15.0,15.0
25.0,25.0,0.06,25.0,25.0
32.42,28.0,0.09,50.0,50.0
12.43,21.0,0.12,21.0,26.0
7.62,10.0,0.28,9.5,10.0
15.75,19.0,0.13,18.0,25.0
6.93,6.0,0.28,6.17,6.0
12.11,18.0,0.15,18.0,19.0
29.57,30.0,0.15,35.0,30.0
5.36,5.0,0.27,6.14,10.0
6.81,21.0,0.28,10.33,3.0
5.95,5.0,0.31,5.83,6.0
13.6,18.0,0.1,17.0,20.0
8.83,14.0,0.47,13.33,10.0
5.29,5.0,0.53,5.2,5.0
4.87,5.0,0.28,5.0,5.0
25.0,25.0,0.07,25.0,30.0
7.05,10.0,0.28,10.0,9.0
9.67,16.0,0.16,11.0,20.0
22.2,35.0,0.14,31.67,30.0
5.27,10.0,0.22,6.0,10.0
13.09,21.0,0.17,20.0,21.0
9.5,10.0,0.34,12.5,15.0
16.67,20.0,0.12,20.0,20.0
5.88,10.0,0.25,10.0,10.0
16.67,15.0,0.12,16.67,20.0
4.76,5.0,0.26,5.33,5.0
3.08,3.0,0.32,3.6,3.0
10.0,20.0,0.13,15.0,15.0
6.21,9.0,0.34,7.8,5.0
11.25,10.0,0.13,11.67,13.0
8.71,10.0,0.41,9.4,10.0
8.24,7.0,0.33,11.17,11.0
25.0,25.0,0.06,25.0,25.0
10.5,12.0,0.12,10.67,15.0
8.62,15.0,0.18,11.25,15.0
12.71,20.0,0.15,20.0,20.0
10.67,10.0,0.38,10.67,45.0
14.7,15.0,0.14,13.33,16.0
5.75,5.0,0.28,5.71,6.0
11.7,20.0,0.17,16.67,10.0
12.5,15.0,0.08,12.5,10.0
9.89,6.0,0.4,7.89,6.0
8.95,6.0,0.32,9.67,10.0
25.0,25.0,0.13,25.0,25.0
27.42,75.0,0.33,48.5,100.0
5.94,10.0,0.29,9.25,10.0
17.43,15.0,0.18,14.75,21.0
13.33,25.0,0.11,15.0,50.0
6.89,9.0,0.19,9.0,9.0
20.0,20.0,0.11,20.0,20.0
20.0,20.0,0.07,20.0,20.0
5.22,7.0,0.38,5.75,15.0
6.29,15.0,0.18,15.0,10.0
10.0,10.0,0.12,10.0,10.0
9.92,14.0,0.18,12.67,10.0
22.5,25.0,0.09,22.5,30.0
19.17,25.0,0.16,20.0,25.0
9.17,15.0,0.19,10.0,10.0
5.44,5.0,0.28,5.25,11.0
7.1,12.0,0.38,11.4,15.0
8.4,10.0,0.21,7.5,10.0
6.73,7.0,0.52,7.36,7.0
13.71,10.0,0.19,10.0,10.0
10.57,15.0,0.14,15.0,15.0
15.85,20.0,0.19,20.0,30.0
6.62,10.0,0.28,9.4,8.0
6.0,9.0,0.22,7.29,7.0
11.44,15.0,0.21,9.6,15.0
12.0,25.0,0.14,25.0,35.0
9.17,15.0,0.12,15.0,25.0
19.5,15.0,0.16,15.0,15.0
7.0,14.0,0.15,10.33,9.0
18.33,25.0,0.07,20.0,25.0
23.33,35.0,0.11,32.5,35.0
9.43,10.0,0.26,10.0,10.0
10.33,10.0,0.18,10.33,10.0
13.25,20.0,0.2,18.75,19.0
15.0,15.0,0.08,15.0,15.0
9.0,15.0,0.09,11.0,15.0
19.25,30.0,0.16,26.2,15.0
25.0,25.0,0.08,25.0,10.0
6.73,5.0,0.22,5.67,5.0
8.5,10.0,0.19,9.25,10.0
9.45,10.0,0.2,11.33,15.0
4.17,2.0,0.28,4.57,5.0
98.79,300.0,0.12,150.0,200.0
15.85,15.0,0.27,0.0,30.0
9.17,5.0,0.14,8.33,10.0
8.96,6.0,0.32,6.5,6.0
2.58,3.0,0.32,4.0,3.0
5.02,15.0,0.62,11.83,12.0
12.5,10.0,0.12,15.0,10.0
14.5,25.0,0.24,25.0,25.0
22.75,36.0,0.08,28.5,46.0
5.8,6.0,0.22,5.75,6.0
15.0,15.0,0.2,15.0,15.0
4.8,6.0,0.28,5.8,5.0
10.17,10.0,0.33,17.0,10.0
10.0,20.0,0.14,12.5,20.0
11.5,10.0,0.18,8.67,20.0
7.64,10.0,0.22,10.5,5.0
5.45,6.0,0.34,7.5,5.0
8.62,10.0,0.22,12.67,10.0
40.88,50.0,0.14,43.75,200.0
5.11,6.0,0.35,5.5,5.0
8.05,12.0,0.27,10.71,15.0
5.0,5.0,0.2,5.33,5.0
10.33,15.0,0.14,13.0,15.0
20.0,20.0,0.18,20.0,25.0
12.5,20.0,0.1,12.5,15.0
11.46,16.0,0.39,15.12,18.0
8.21,10.0,0.21,11.5,11.0
9.82,12.0,0.17,11.0,12.0
15.0,15.0,0.07,15.0,15.0
9.23,15.0,0.23,9.38,10.0
20.67,31.0,0.13,26.0,20.0
9.19,9.0,0.24,10.6,8.0
13.42,15.0,0.13,0.0,10.0
11.6,12.0,0.13,13.25,20.0
15.0,25.0,0.16,25.0,25.0
13.6,16.0,0.1,16.0,16.0
23.0,23.0,0.07,23.0,23.0
6.72,10.0,0.25,7.5,5.0
3.58,5.0,0.41,3.86,5.0
10.0,15.0,0.14,10.0,10.0
20.0,20.0,0.08,0.0,10.0
4.65,5.0,0.34,6.8,5.0
9.29,15.0,0.14,14.0,15.0
9.0,10.0,0.17,15.0,5.0
11.33,20.0,0.12,11.33,14.0
11.68,14.0,0.22,12.75,10.0
6.5,15.0,0.24,10.33,15.0
12.75,20.0,0.09,20.0,20.0
18.25,29.0,0.14,27.0,44.0
5.75,5.0,0.31,6.0,10.0
5.29,9.0,0.29,7.5,3.0
12.25,10.0,0.17,13.0,10.0
8.04,10.0,0.32,9.43,10.0
12.75,15.0,0.11,17.5,23.0
15.0,15.0,0.07,15.0,15.0
7.38,10.0,0.21,7.71,8.0
11.56,15.0,0.14,15.0,15.0
6.08,5.0,0.36,9.67,11.0
6.27,13.0,0.22,13.0,13.0
3.44,3.0,0.29,5.67,5.0
9.5,11.0,0.21,10.17,10.0
15.5,22.0,0.15,19.25,21.0
19.74,20.0,0.22,21.25,20.0
18.33,25.0,0.11,15.0,25.0
13.24,14.0,0.22,19.0,20.0
11.08,25.0,0.23,12.83,25.0
3.56,6.0,0.29,4.6,4.0
7.73,5.0,0.25,6.67,6.0
8.31,12.0,0.32,10.67,10.0
10.83,13.0,0.2,14.0,15.0
5.56,6.0,0.45,5.8,5.0
10.0,10.0,0.21,10.5,12.5
20.0,20.0,0.06,20.0,20.0
13.33,10.0,0.15,15.0,25.0
13.0,20.0,0.09,20.0,10.0
11.25,30.0,0.17,13.33,25.0
9.0,12.0,0.18,11.0,13.0
14.7,20.0,0.22,19.0,15.0
6.79,7.0,0.38,7.43,8.0
15.0,15.0,0.15,15.0,15.0
11.67,25.0,0.17,21.67,37.0
13.57,25.0,0.13,25.0,25.0
10.36,10.0,0.2,12.67,12.0
5.91,6.0,0.28,6.43,10.0
11.0,12.0,0.19,11.0,11.0
8.23,10.0,0.28,10.0,10.0
11.0,20.0,0.15,16.67,20.0
13.23,20.0,0.23,17.5,18.0
4.56,6.0,0.31,4.83,5.0
17.38,26.0,0.15,23.67,38.0
6.92,10.0,0.21,10.0,10.0
9.55,10.0,0.14,12.5,10.0
5.0,5.0,0.22,5.8,6.0
5.94,10.0,0.22,9.33,5.0
9.62,15.0,0.15,15.0,20.0
3.42,5.0,0.29,4.0,4.0
10.73,16.0,0.28,13.6,15.0
13.0,16.0,0.09,13.0,20.0
4.45,4.0,0.31,4.5,8.0
20.0,20.0,0.08,20.0,20.0
40.08,70.0,0.19,63.33,75.0
22.5,20.0,0.12,50.0,25.0
9.77,12.0,0.23,11.75,20.0
9.43,10.0,0.25,10.0,10.0
11.33,10.0,0.21,10.0,10.0
20.0,20.0,0.08,20.0,20.0
11.0,15.0,0.1,15.0,20.0
17.09,15.0,0.16,20.25,25.0
8.5,15.0,0.24,12.4,10.0
12.75,14.0,0.14,12.75,14.0
20.0,20.0,0.07,20.0,10.0
7.5,10.0,0.23,10.0,5.0
20.0,20.0,0.07,20.0,5.0
7.4,10.0,0.2,8.5,8.0
8.59,5.0,0.39,9.67,7.0
10.6,17.0,0.1,16.0,20.0
25.0,25.0,0.07,25.0,30.0
10.78,9.0,0.16,9.67,12.0
6.07,5.0,0.22,6.0,5.0
15.0,20.0,0.08,20.0,20.0
19.83,26.0,0.21,26.2,15.0
11.67,20.0,0.09,15.0,20.0
7.77,3.0,0.27,9.12,8.0
15.29,3.0,0.17,17.67,5.0
6.82,10.0,0.19,7.4,10.0
9.6,6.0,0.27,14.67,2.0
15.0,25.0,0.13,15.0,15.0
7.62,10.0,0.21,10.0,10.0
3.57,3.0,0.48,4.78,6.0
4.44,5.0,0.29,5.0,5.0
4.11,5.0,0.24,4.6,5.0
6.7,15.0,0.16,15.0,5.0
5.3,5.0,0.34,7.0,6.0
6.83,10.0,0.14,8.33,10.0
3.36,5.0,0.3,3.75,5.0
20.0,20.0,0.09,20.0,20.0
13.88,10.0,0.17,19.67,20.0
28.0,30.0,0.09,30.0,30.0
22.5,25.0,0.08,22.5,15.0
10.0,15.0,0.09,10.0,21.0
4.85,8.0,0.49,5.8,8.0
5.75,5.0,0.18,7.0,11.0
15.2,25.0,0.19,35.0,25.0
7.5,9.0,0.45,8.88,14.0
10.0,10.0,0.18,10.0,10.0
7.62,9.0,0.22,8.43,7.0
8.0,15.0,0.15,17.5,10.0
14.0,20.0,0.1,17.5,25.0
20.0,20.0,0.06,20.0,15.0
10.5,20.0,0.17,17.0,20.0
9.23,10.0,0.2,10.0,10.0
12.88,18.0,0.15,16.67,16.0
19.6,30.0,0.09,30.0,35.0
7.0,10.0,0.27,8.5,9.0
12.4,16.0,0.12,15.0,15.0
8.73,10.0,0.41,10.8,15.0
9.14,20.0,0.16,13.0,20.0
12.0,14.0,0.15,12.0,12.0
15.57,25.0,0.18,25.0,25.0
12.4,18.0,0.14,14.0,20.0
9.89,15.0,0.16,15.0,15.0
22.22,25.0,0.13,25.0,25.0
10.0,10.0,0.13,10.0,15.0
12.2,25.0,0.09,20.0,20.0
36.36,52.0,0.19,52.0,53.0
6.38,11.0,0.28,10.75,16.0
10.22,12.0,0.13,10.75,12.5
10.0,15.0,0.13,14.0,20.0
12.75,23.0,0.14,20.0,25.0
17.0,30.0,0.21,27.5,25.0
13.8,17.0,0.11,17.0,21.0
9.5,4.0,0.11,15.0,8.0
17.87,20.0,0.22,20.0,20.0
14.67,17.0,0.13,19.0,25.0
15.0,20.0,0.12,17.5,35.0
8.3,10.0,0.27,10.0,15.0
8.0,12.0,0.31,10.5,15.0
9.25,10.0,0.16,9.25,10.0
7.08,9.0,0.22,8.29,9.0
7.25,25.0,0.42,12.5,25.0
7.31,7.0,0.28,7.5,7.0
25.0,25.0,0.08,25.0,25.0
12.0,10.0,0.32,10.0,10.0
10.0,10.0,0.12,10.0,10.0
13.0,16.0,0.12,16.0,19.0
4.81,5.0,0.32,5.0,5.0
8.65,10.0,0.27,10.0,10.0
25.5,30.0,0.15,27.67,20.0
3.11,6.0,0.35,4.25,4.0
5.23,5.0,0.75,4.78,5.0
3.88,5.0,0.22,4.17,4.0
5.5,7.0,0.24,7.4,3.0
11.14,10.0,0.35,12.14,13.0
8.77,15.0,0.19,12.5,15.0
7.85,10.0,0.47,11.25,10.0
13.0,17.0,0.09,17.0,10.0
25.0,25.0,0.08,25.0,30.0
8.43,10.0,0.21,10.0,10.0
10.0,15.0,0.12,12.5,14.0
25.0,50.0,0.08,50.0,25.0
22.5,25.0,0.08,22.5,10.0
48.53,25.0,0.16,26.5,36.0
12.5,15.0,0.1,12.5,15.0
7.33,5.0,0.29,7.29,5.0
7.2,9.0,0.38,10.05,5.0
5.25,7.0,0.4,5.29,7.0
9.0,15.0,0.18,15.0,15.0
9.88,14.0,0.19,12.4,13.0
3.22,4.0,0.41,3.5,4.0
3.33,5.0,0.33,4.57,4.0
14.82,22.0,0.22,22.2,22.0
7.0,10.0,0.24,10.0,10.0
21.0,33.0,0.16,31.33,10.0
7.5,10.0,0.19,7.25,8.0
81.25,100.0,0.06,75.0,25.0
15.0,25.0,0.12,25.0,25.0
8.5,10.0,0.21,10.0,12.0
11.0,0.0,0.06,11.5,21.0
4.41,4.0,0.25,3.86,6.0
10.88,12.0,0.26,12.86,15.0
14.0,20.0,0.1,20.0,10.0
30.71,50.0,0.18,36.0,50.0
3.41,3.0,0.4,3.33,3.0
7.67,10.0,0.29,8.25,10.0
9.38,11.0,0.15,11.4,32.0
10.12,10.0,0.21,10.0,10.0
8.3,15.0,0.12,12.0,15.0
10.12,12.0,0.33,11.0,10.0
12.5,15.0,0.18,12.5,18.0
13.25,26.0,0.16,26.0,10.0
6.67,7.0,0.36,7.62,7.0
17.5,25.0,0.07,25.0,25.0
9.75,15.0,0.16,13.5,15.0
10.67,10.0,0.14,10.67,10.0
5.19,7.0,0.24,7.0,6.0
10.38,12.0,0.27,12.0,12.0
7.74,11.0,0.32,9.67,10.0
4.0,5.0,0.29,4.14,5.0
7.16,12.0,0.35,10.75,11.0
18.12,25.0,0.12,30.0,25.0
15.0,15.0,0.08,15.0,15.0
15.0,15.0,0.08,15.0,10.0
4.3,3.0,0.26,5.6,2.0
10.38,15.0,0.16,13.0,15.0
10.73,13.0,0.24,13.0,10.0
5.45,4.0,0.21,8.67,9.0
10.0,10.0,0.16,11.67,16.0
20.0,20.0,0.07,20.0,20.0
9.86,15.0,0.18,11.4,12.0
19.22,15.0,0.1,27.5,35.0
7.67,7.0,0.14,7.67,7.0
5.07,5.0,0.38,5.0,5.0
26.44,26.0,0.14,26.5,100.0
12.43,28.0,0.15,21.5,26.0
4.91,5.0,0.32,5.0,5.0
12.83,15.0,0.14,15.0,50.0
15.0,15.0,0.08,15.0,15.0
20.0,20.0,0.14,20.0,30.0
25.0,25.0,0.07,25.0,50.0
15.0,15.0,0.08,15.0,21.0
12.5,15.0,0.09,12.5,15.0
10.71,15.0,0.14,15.0,20.0
20.0,20.0,0.07,20.0,20.0
4.14,4.0,0.23,4.33,4.0
20.0,20.0,0.08,20.0,15.0
15.0,15.0,0.06,15.0,15.0
8.44,20.0,0.23,20.0,20.0
8.5,4.0,0.17,12.0,12.0
4.75,4.0,0.28,5.2,6.0
6.09,5.0,0.28,4.33,6.0
10.68,10.0,0.23,10.67,11.0
11.88,12.0,0.17,14.0,10.0
10.0,10.0,0.12,11.67,14.0
13.82,16.0,0.2,15.0,15.0
4.0,3.0,0.35,4.0,4.0
22.56,25.0,0.18,25.6,27.0
8.17,8.0,0.34,8.0,8.0
11.46,15.0,0.24,13.14,20.0
11.25,15.0,0.16,11.25,10.0
5.8,8.0,0.29,6.12,10.0
9.0,15.0,0.12,15.0,15.0
39.0,35.0,0.28,46.0,44.0
15.0,20.0,0.09,17.5,15.0
10.83,25.0,0.15,15.0,20.0
12.5,15.0,0.1,12.5,15.0
5.25,3.0,0.24,5.0,4.0
18.5,25.0,0.14,20.0,21.0
42.5,75.0,0.08,42.5,20.0
8.0,10.0,0.17,8.0,15.0
10.06,10.0,0.27,12.67,15.0
6.85,11.0,0.49,8.67,8.0
4.97,5.0,0.46,5.09,5.0
15.33,16.0,0.15,15.33,15.0
16.0,20.0,0.15,19.33,20.0
10.0,15.0,0.12,15.0,10.0
14.5,15.0,0.4,15.0,16.0
8.22,7.0,0.15,6.75,7.0
5.81,7.0,0.26,6.5,7.0
8.77,16.0,0.19,12.0,20.0
4.45,5.0,0.34,4.78,5.0
7.21,13.0,0.21,12.0,13.0
13.8,20.0,0.09,20.0,10.0
12.3,15.0,0.19,15.75,16.0
4.94,15.0,0.16,15.0,21.0
3.3,5.0,0.29,3.57,3.0
15.0,15.0,0.08,15.0,20.0
25.0,25.0,0.06,0.0,30.0
7.71,10.0,0.23,9.57,10.0
25.0,25.0,0.07,25.0,10.0
28.83,32.0,0.09,32.0,47.0
6.0,10.0,0.24,7.5,9.0
15.67,25.0,0.1,15.67,24.0
7.33,10.0,0.13,7.33,15.0
9.4,20.0,0.1,20.0,35.0
9.86,15.0,0.14,12.25,15.0
17.92,25.0,0.19,25.0,20.0
17.16,25.0,0.3,21.25,20.0
5.33,7.0,0.21,5.33,5.0
11.2,15.0,0.18,15.0,10.0
15.0,15.0,0.08,15.0,15.0
39.44,50.0,0.13,50.0,50.0
5.5,5.0,0.29,6.0,3.0
13.0,17.0,0.16,16.0,21.0
13.5,16.0,0.16,14.6,14.0
7.09,9.0,0.19,6.6,6.0
8.0,10.0,0.15,10.0,8.0
9.14,12.0,0.18,12.75,18.0
12.92,15.0,0.37,15.38,15.0
15.0,15.0,0.09,15.0,5.25
10.5,10.0,0.25,10.29,10.0
4.67,6.0,0.28,4.86,5.0
11.5,10.0,0.21,10.0,5.0
9.78,15.0,0.18,13.0,15.0
6.35,9.0,0.24,9.5,17.0
15.0,15.0,0.08,15.0,21.0
5.63,5.0,0.47,5.0,5.0
10.5,10.0,0.16,10.5,16.0
5.43,10.0,0.37,8.0,10.0
9.0,13.0,0.18,10.5,10.0
11.25,15.0,0.12,12.5,21.0
6.19,10.0,0.23,7.5,7.0
15.0,15.0,0.08,15.0,15.0
5.81,12.0,0.25,11.0,11.0
11.1,21.0,0.15,20.0,21.0
8.5,15.0,0.29,15.0,15.0
7.33,10.0,0.15,7.33,10.0
10.55,15.0,0.31,17.83,30.0
8.39,5.0,0.28,10.0,8.0
12.5,15.0,0.09,12.5,15.0
5.29,5.0,0.2,4.8,2.0
9.73,12.0,0.36,10.0,12.0
25.0,25.0,0.07,0.0,25.0
6.27,12.0,0.22,12.0,10.0
17.27,31.0,0.18,25.6,27.0
25.84,25.0,0.26,25.33,25.0
7.67,11.0,0.15,7.67,7.0
14.25,17.0,0.1,17.0,20.0
7.2,10.0,0.15,8.0,8.0
11.4,25.0,0.15,18.5,25.0
9.29,15.0,0.13,14.0,14.0
7.67,10.0,0.22,8.8,9.0
12.11,47.0,0.36,14.75,35.0
12.62,20.0,0.34,19.86,10.0
15.0,15.0,0.08,15.0,15.0
9.94,15.0,0.21,10.0,12.0
